Customer ID,Total_Orders,Total_Revenue,Total_Profit,Total_Quantity,Avg_Order_Value,Avg_Discount,First_Order,Last_Order,Unique_Products,Unique_Categories,Avg_Profit_Margin,Recency (Days),Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Customer Segment,Customer Name,Segment
RD-19810,8,1137.62,318.46,63,71.1,0.19,2014-10-27,2017-12-16,15,3,12.39,14,8,1137.62,5,4,2,11,Loyal Customers,Ross DeVincentis,Home Office
RD-19900,9,3133.92,455.53,85,149.23,0.06,2014-04-05,2017-09-07,21,3,27.63,114,9,3133.92,2,5,4,11,Loyal Customers,Ruben Dartt,Consumer
RD-19930,4,970.94,35.06,33,97.09,0.31,2014-10-03,2017-11-18,10,3,-12.0,42,4,970.94,4,2,2,8,New Customers,Russell D'Ascenzo,Consumer
RE-19405,1,48.36,6.04,5,48.36,0.2,2014-12-29,2014-12-29,1,1,12.5,1097,1,48.36,1,1,1,3,Lost/Hibernating,Ricardo Emerson,Consumer
RE-19450,5,876.7,209.23,47,97.41,0.13,2014-06-03,2017-03-03,9,3,20.81,302,5,876.7,1,2,1,4,Lost/Hibernating,Richard Eichhorn,Consumer
RF-19345,8,3309.15,633.71,67,206.82,0.14,2014-05-20,2016-12-05,16,3,14.82,390,8,3309.15,1,4,4,9,At Risk,Randy Ferguson,Corporate
RF-19735,7,2341.3,711.62,53,167.24,0.01,2014-08-06,2017-10-02,14,3,38.36,89,7,2341.3,3,4,3,10,Loyal Customers,Roland Fjeld,Consumer
RF-19840,8,945.22,280.03,45,85.93,0.08,2014-11-12,2017-12-24,11,3,18.61,6,8,945.22,5,4,1,10,Loyal Customers,Roy Französisch,Consumer
RH-19495,5,3621.38,563.79,38,452.67,0.1,2014-08-23,2017-11-28,8,3,33.79,32,5,3621.38,4,2,4,10,Loyal Customers,Rick Hansen,Consumer
RH-19510,6,6979.18,1289.45,43,581.6,0.03,2014-11-16,2016-09-19,11,3,28.9,467,6,6979.18,1,3,5,9,At Risk,Rick Huthwaite,Home Office
RH-19555,2,740.38,0.31,11,246.79,0.53,2015-12-04,2016-07-29,3,1,-47.64,519,2,740.38,1,1,1,3,Lost/Hibernating,Ritsa Hightower,Consumer
RH-19600,3,2085.74,172.63,43,189.61,0.11,2015-07-02,2016-07-14,11,3,18.0,534,3,2085.74,1,1,3,5,Cant Lose Them,Rob Haberlin,Consumer
RK-19300,3,1460.19,269.69,29,182.52,0.08,2015-07-20,2017-09-02,8,3,29.38,119,3,1460.19,2,1,2,5,Lost/Hibernating,Ralph Kennedy,Consumer
RL-19615,8,6234.91,488.15,101,259.79,0.22,2014-12-05,2017-08-31,24,3,7.61,121,8,6234.91,2,4,5,11,Loyal Customers,Rob Lucas,Consumer
RM-19375,6,1453.47,392.15,29,161.5,0.04,2014-05-11,2017-01-19,9,3,31.61,345,6,1453.47,1,3,2,6,At Risk,Raymond Messe,Consumer
RM-19675,5,5979.1,1902.54,39,543.55,0.05,2014-11-14,2017-12-24,11,3,32.6,6,5,5979.1,5,2,5,12,Loyal Customers,Robert Marley,Home Office
RM-19750,1,98.35,28.69,4,49.18,0.0,2017-03-06,2017-03-06,2,2,34.5,299,1,98.35,1,1,1,3,Lost/Hibernating,Roland Murray,Consumer
RO-19780,7,3815.48,-1262.57,48,317.96,0.29,2015-05-12,2017-11-25,12,3,-17.68,35,7,3815.48,4,4,4,12,Loyal Customers,Rose O'Brian,Consumer
RP-19270,4,954.65,59.54,47,79.55,0.19,2014-10-19,2016-08-21,11,3,14.32,496,4,954.65,1,2,1,4,Lost/Hibernating,Rachel Payne,Corporate
RP-19390,12,5153.08,465.25,88,206.12,0.15,2014-05-24,2017-11-27,25,3,12.39,33,12,5153.08,4,5,5,14,Champions,Resi Pölking,Consumer
RP-19855,8,2170.72,594.59,61,144.71,0.13,2014-04-05,2017-12-02,15,2,11.41,28,8,2170.72,4,4,3,11,Loyal Customers,Roy Phan,Corporate
RR-19315,2,615.93,-73.83,7,153.98,0.27,2016-11-14,2017-12-11,4,2,-1.46,19,2,615.93,5,1,1,7,New Customers,Ralph Ritter,Consumer
RR-19525,6,3302.26,721.68,36,330.23,0.06,2014-09-09,2017-07-13,10,3,29.52,170,6,3302.26,2,3,4,9,At Risk,Rick Reed,Corporate
RS-19420,5,3221.29,633.45,29,357.92,0.0,2014-08-05,2017-10-15,9,2,32.44,76,5,3221.29,3,2,4,9,Need Attention,Ricardo Sperren,Corporate
RS-19765,8,4159.77,1206.39,54,297.13,0.11,2014-04-07,2017-11-24,14,3,18.95,36,8,4159.77,4,4,4,12,Loyal Customers,Roland Schwarz,Corporate
RS-19870,2,22.33,9.58,10,7.44,0.07,2016-06-07,2017-12-11,3,1,44.08,19,2,22.33,5,1,1,7,New Customers,Roy Skaria,Home Office
RW-19540,7,7397.4,1586.63,89,321.63,0.13,2015-02-03,2017-09-01,23,3,16.91,120,7,7397.4,2,4,5,11,Loyal Customers,Rick Wilson,Corporate
RW-19630,9,3279.75,698.83,53,204.98,0.14,2014-06-28,2017-10-02,16,3,8.77,89,9,3279.75,3,5,4,12,Loyal Customers,Rob Williams,Corporate
RW-19690,5,3495.65,707.55,61,233.04,0.07,2016-05-30,2017-10-12,15,2,23.17,79,5,3495.65,3,2,4,9,Need Attention,Robert Waldorf,Consumer
SA-20830,10,4767.34,610.15,75,227.02,0.19,2014-02-22,2017-10-28,21,3,17.61,63,10,4767.34,3,5,5,13,Champions,Sue Ann Reed,Consumer
SB-20170,3,1348.02,157.67,24,192.57,0.19,2014-06-06,2017-06-12,7,2,1.13,201,3,1348.02,2,1,2,5,Lost/Hibernating,Sarah Bern,Consumer
SB-20185,6,6411.0,885.46,45,534.25,0.14,2014-09-20,2017-06-25,12,3,19.87,188,6,6411.0,2,3,5,10,Loyal Customers,Sarah Brown,Consumer
SB-20290,7,8057.89,-2082.75,84,473.99,0.24,2014-05-09,2017-11-13,17,3,-6.86,47,7,8057.89,4,4,5,13,Champions,Sean Braxton,Corporate
SC-20020,5,3362.96,-317.05,62,197.82,0.22,2014-03-03,2015-11-10,17,3,-6.87,781,5,3362.96,1,2,4,7,Cant Lose Them,Sam Craven,Consumer
SC-20050,9,4624.57,1011.74,61,308.3,0.19,2014-03-18,2017-11-20,15,3,2.53,40,9,4624.57,4,5,5,14,Champions,Sample Company A,Home Office
SC-20095,9,14142.33,5757.41,87,642.83,0.06,2014-02-12,2017-01-15,22,3,26.31,349,9,14142.33,1,5,5,11,Loyal Customers,Sanjit Chand,Consumer
SC-20230,4,4371.96,440.14,49,397.45,0.11,2016-06-06,2017-08-03,11,3,19.75,149,4,4371.96,2,2,5,9,Cant Lose Them,Scot Coram,Corporate
SC-20260,8,3729.79,671.0,63,207.21,0.2,2014-04-06,2017-06-26,18,3,-5.89,187,8,3729.79,2,4,4,10,Loyal Customers,Scott Cohen,Corporate
SC-20305,7,3979.06,229.16,64,331.59,0.22,2014-12-16,2017-12-01,12,3,15.63,29,7,3979.06,4,4,4,12,Loyal Customers,Sean Christensen,Consumer
SC-20380,9,5992.54,236.66,80,299.63,0.19,2014-03-01,2017-11-30,20,3,4.03,30,9,5992.54,4,5,5,14,Champions,Shahid Collister,Consumer
SC-20440,7,1875.0,379.56,44,187.5,0.28,2015-08-17,2017-11-24,10,3,-0.83,36,7,1875.0,4,4,3,11,Loyal Customers,Shaun Chance,Corporate
SC-20575,5,902.73,100.23,30,128.96,0.34,2014-06-16,2017-09-29,7,2,-31.24,92,5,902.73,3,2,1,6,Need Attention,Sonia Cooley,Consumer
SC-20680,6,1254.64,370.16,26,156.83,0.0,2014-11-21,2017-08-26,8,3,35.75,126,6,1254.64,2,3,2,7,At Risk,Steve Carroll,Home Office
SC-20695,10,2576.41,611.83,66,184.03,0.16,2014-12-16,2017-10-02,14,3,-11.29,89,10,2576.41,3,5,3,11,Loyal Customers,Steve Chapman,Corporate
SC-20725,11,5226.21,1276.65,133,201.01,0.15,2014-06-03,2017-06-26,26,3,12.02,187,11,5226.21,2,5,5,12,Loyal Customers,Steven Cartwright,Consumer
SC-20770,7,4492.66,-671.19,75,213.94,0.3,2015-06-20,2017-11-19,21,3,-15.31,41,7,4492.66,4,4,5,13,Champions,Stewart Carmichael,Corporate
SC-20800,4,279.26,51.83,11,55.85,0.12,2015-12-11,2017-11-30,5,2,24.3,30,4,279.26,4,2,1,7,New Customers,Stuart Calhoun,Consumer
SC-20845,2,280.63,31.18,13,70.16,0.2,2016-11-11,2017-08-21,4,2,20.0,131,2,280.63,2,1,1,4,Lost/Hibernating,Sung Chung,Consumer
SD-20485,9,6121.11,1985.17,82,291.48,0.1,2014-01-26,2017-06-13,21,3,20.22,200,9,6121.11,2,5,5,12,Loyal Customers,Shirley Daniels,Home Office
SE-20110,11,12209.44,2650.68,78,642.6,0.11,2014-04-11,2017-12-21,19,3,19.39,9,11,12209.44,5,5,5,15,Champions,Sanjit Engle,Consumer
SF-20065,7,763.55,228.16,35,84.84,0.1,2014-09-10,2017-11-01,9,2,23.95,59,7,763.55,3,4,1,8,Potential Loyalists,Sandra Flanagan,Consumer
SF-20200,9,3422.79,286.9,74,228.19,0.13,2014-12-23,2017-11-01,15,3,17.98,59,9,3422.79,3,5,4,12,Loyal Customers,Sarah Foster,Consumer
SF-20965,9,3336.54,539.94,66,196.27,0.27,2014-10-21,2017-11-12,17,3,-6.35,48,9,3336.54,4,5,4,13,Champions,Sylvia Foulston,Corporate
SG-20080,3,3406.58,570.44,30,309.69,0.07,2015-10-31,2017-12-22,11,3,27.13,8,3,3406.58,5,1,4,10,Loyal Customers,Sandra Glassco,Consumer
SG-20470,8,1884.8,-119.01,62,134.63,0.15,2014-07-26,2017-06-30,14,3,10.33,183,8,1884.8,2,4,3,9,At Risk,Sheri Gordon,Consumer
SG-20605,6,3124.83,463.27,49,240.37,0.09,2014-01-23,2017-09-13,13,3,23.29,108,6,3124.83,2,3,4,9,At Risk,Speros Goranitis,Consumer
SG-20890,3,47.95,-3.71,17,9.59,0.4,2014-03-30,2017-05-18,5,1,-50.15,226,3,47.95,1,1,1,3,Lost/Hibernating,Susan Gilcrest,Corporate
SH-19975,13,3406.84,558.47,113,117.48,0.14,2014-12-10,2017-12-01,29,3,15.98,29,13,3406.84,4,5,4,13,Champions,Sally Hughsby,Corporate
SH-20395,10,2180.72,-144.52,45,145.38,0.23,2014-11-02,2017-12-07,15,3,-0.43,23,10,2180.72,5,5,3,13,Champions,Shahid Hopkins,Consumer
SH-20635,2,2096.39,260.63,16,1048.2,0.2,2014-12-16,2015-11-26,2,1,16.25,765,2,2096.39,1,1,3,5,Cant Lose Them,Stefanie Holloman,Corporate
SJ-20125,12,3949.66,144.12,104,164.57,0.23,2015-09-22,2017-09-26,23,3,-3.36,95,12,3949.66,3,5,4,12,Loyal Customers,Sanjit Jacobs,Home Office
SJ-20215,6,1341.04,-23.51,35,134.1,0.37,2015-02-09,2017-12-01,9,3,-26.85,29,6,1341.04,4,3,2,9,Potential Loyalists,Sarah Jordon,Consumer
SJ-20500,5,1318.78,68.1,30,188.4,0.14,2014-08-31,2017-04-21,7,3,-14.96,253,5,1318.78,1,2,2,5,Lost/Hibernating,Shirley Jackson,Consumer
SK-19990,3,883.41,168.79,19,176.68,0.22,2016-11-28,2017-12-22,5,2,8.4,8,3,883.41,5,1,1,7,New Customers,Sally Knutson,Consumer
SL-20155,7,3053.01,527.97,30,339.22,0.18,2014-09-21,2017-10-21,9,3,1.69,70,7,3053.01,3,4,4,11,Loyal Customers,Sara Luxemburg,Home Office
SM-20005,4,244.49,-26.59,26,40.75,0.27,2014-11-23,2016-11-04,6,2,-2.0,421,4,244.49,1,2,1,4,Lost/Hibernating,Sally Matthias,Consumer
SM-20320,5,25043.05,-1980.74,50,1669.54,0.25,2014-03-18,2017-10-12,15,3,7.78,79,5,25043.05,3,2,5,10,Loyal Customers,Sean Miller,Home Office
SM-20905,1,1043.04,-237.29,20,173.84,0.28,2016-05-03,2016-05-03,6,3,-5.35,606,1,1043.04,1,1,2,4,Lost/Hibernating,Susan MacKendrick,Consumer
SM-20950,12,5563.39,581.57,94,252.88,0.13,2014-09-29,2017-12-05,21,2,19.05,25,12,5563.39,5,5,5,15,Champions,Suzanne McNair,Corporate
SN-20560,6,1860.42,-716.86,67,124.03,0.17,2015-06-18,2017-09-10,15,2,11.98,111,6,1860.42,2,3,3,8,At Risk,Skye Norling,Home Office
SN-20710,7,3127.96,481.75,89,164.63,0.12,2014-05-06,2017-10-12,19,3,22.99,79,7,3127.96,3,4,4,11,Loyal Customers,Steve Nguyen,Home Office
SO-20335,6,2602.58,-81.09,52,173.51,0.14,2015-10-11,2017-12-01,15,3,18.99,29,6,2602.58,4,3,3,10,Loyal Customers,Sean O'Donnell,Consumer
SP-20545,6,1306.09,-118.78,43,130.61,0.26,2014-10-13,2017-02-06,10,3,-26.98,327,6,1306.09,1,3,2,6,At Risk,Sibella Parks,Corporate
SP-20620,9,5440.32,-270.43,77,226.68,0.25,2014-09-08,2017-11-13,24,3,-1.43,47,9,5440.32,4,5,5,14,Champions,Stefania Perrino,Corporate
SP-20650,9,1872.44,268.48,71,124.83,0.15,2014-04-16,2016-12-09,15,3,19.51,386,9,1872.44,1,5,3,9,At Risk,Stephanie Phelps,Corporate
SP-20860,10,4282.94,566.72,80,178.46,0.21,2014-12-15,2017-10-12,23,3,7.27,79,10,4282.94,3,5,5,13,Champions,Sung Pak,Corporate
SP-20920,6,3990.69,14.69,57,285.05,0.27,2014-11-22,2017-10-21,14,3,-7.96,70,6,3990.69,3,3,4,10,Loyal Customers,Susan Pistek,Consumer
SR-20425,5,3233.48,-3333.91,34,359.28,0.37,2014-06-14,2017-12-22,9,3,-29.17,8,5,3233.48,5,2,4,11,Loyal Customers,Sharelle Roach,Home Office
SR-20740,8,4345.89,1990.42,50,362.16,0.03,2014-02-20,2017-06-17,12,3,35.0,196,8,4345.89,2,4,5,11,Loyal Customers,Steven Roelle,Home Office
SS-20140,8,1324.03,332.35,86,63.05,0.11,2014-11-23,2017-12-15,21,3,15.05,15,8,1324.03,5,4,2,11,Loyal Customers,Saphhira Shifley,Corporate
SS-20410,6,3056.81,-1010.97,46,254.73,0.26,2014-05-30,2017-09-11,12,3,-18.9,110,6,3056.81,2,3,4,9,At Risk,Shahid Shariari,Consumer
SS-20515,3,613.4,199.93,36,102.23,0.0,2014-07-14,2016-08-26,5,3,33.83,491,3,613.4,1,1,1,3,Lost/Hibernating,Shirley Schmidt,Home Office
SS-20590,6,418.49,135.54,17,46.5,0.0,2014-08-05,2016-10-24,9,2,30.44,432,6,418.49,1,3,1,5,At Risk,Sonia Sunley,Consumer
SS-20875,5,964.64,-75.59,39,64.31,0.24,2014-12-14,2017-09-01,15,3,2.99,120,5,964.64,2,2,2,6,Lost/Hibernating,Sung Shariari,Consumer
ST-20530,7,433.34,84.44,33,36.11,0.2,2014-02-14,2017-08-27,12,3,9.17,125,7,433.34,2,4,1,7,At Risk,Shui Tom,Consumer
SU-20665,7,2595.36,763.47,61,144.19,0.13,2015-12-05,2017-12-10,18,3,22.59,20,7,2595.36,5,4,3,12,Loyal Customers,Stephanie Ulpright,Home Office
SV-20365,10,11470.95,1199.42,109,358.47,0.16,2014-01-11,2017-09-20,31,3,13.21,101,10,11470.95,3,5,5,13,Champions,Seth Vernon,Consumer
SV-20785,9,4105.3,485.03,91,164.21,0.18,2014-04-12,2017-02-13,25,3,9.47,320,9,4105.3,1,5,4,10,Loyal Customers,Stewart Visinsky,Consumer
SV-20815,4,1271.09,199.65,24,211.85,0.2,2015-05-04,2017-10-15,6,3,17.33,76,4,1271.09,3,2,2,7,Need Attention,Stuart Van,Corporate
SV-20935,8,1903.49,106.89,66,146.42,0.23,2016-03-19,2017-12-28,13,3,6.1,2,8,1903.49,5,4,3,12,Loyal Customers,Susan Vittorini,Consumer
SW-20245,7,1085.08,-19.61,33,108.51,0.26,2014-07-20,2017-10-10,10,3,-10.54,81,7,1085.08,3,4,2,9,Potential Loyalists,Scot Wooten,Consumer
SW-20275,6,1966.65,332.87,28,280.95,0.03,2014-03-10,2017-11-30,7,3,32.21,30,6,1966.65,4,3,3,10,Loyal Customers,Scott Williamson,Consumer
SW-20350,3,1019.04,95.84,25,169.84,0.22,2016-04-09,2017-07-21,6,2,3.76,162,3,1019.04,2,1,2,5,Lost/Hibernating,Sean Wendt,Home Office
SW-20455,7,2921.54,793.65,18,324.62,0.11,2015-06-22,2017-07-21,9,3,31.17,162,7,2921.54,2,4,4,10,Loyal Customers,Shaun Weien,Consumer
SW-20755,2,758.7,68.24,27,94.84,0.1,2014-11-02,2016-07-14,8,3,27.66,534,2,758.7,1,1,1,3,Lost/Hibernating,Steven Ward,Corporate
SZ-20035,11,3625.33,366.43,69,181.27,0.22,2014-09-07,2017-11-25,20,3,3.77,35,11,3625.33,4,5,4,13,Champions,Sam Zeldin,Home Office
TA-21385,4,14595.62,4703.79,36,1459.56,0.08,2014-09-12,2017-10-22,10,3,14.5,69,4,14595.62,3,2,5,10,Loyal Customers,Tom Ashbrook,Home Office
TB-21055,5,1467.88,390.21,66,81.55,0.06,2016-06-17,2017-09-02,18,3,36.09,119,5,1467.88,2,2,2,6,Lost/Hibernating,Ted Butterfield,Consumer
TB-21175,4,3589.3,829.16,36,326.3,0.09,2014-12-08,2017-11-02,11,3,23.34,58,4,3589.3,3,2,4,9,Need Attention,Thomas Boland,Corporate
TB-21190,4,816.17,179.0,23,204.04,0.02,2014-12-27,2017-11-11,4,2,32.78,49,4,816.17,4,2,1,7,New Customers,Thomas Brumley,Home Office
TB-21250,7,1602.38,260.62,74,84.34,0.25,2014-12-08,2017-01-15,19,3,-1.68,349,7,1602.38,1,4,2,7,At Risk,Tim Brockman,Consumer
TB-21280,6,2198.45,490.96,35,199.86,0.1,2014-06-21,2016-05-26,11,3,26.33,583,6,2198.45,1,3,3,7,At Risk,Toby Braunhardt,Consumer
TB-21355,5,834.33,268.97,44,64.18,0.06,2016-01-25,2017-08-06,13,3,32.17,146,5,834.33,2,2,1,5,Lost/Hibernating,Todd Boyes,Corporate
TB-21400,7,9133.99,2798.37,55,537.29,0.07,2014-01-21,2017-06-11,17,3,29.74,202,7,9133.99,2,4,5,11,Loyal Customers,Tom Boeckenhauer,Consumer
TB-21520,9,4737.49,-1603.05,85,236.87,0.26,2014-10-17,2017-09-14,20,3,-0.9,107,9,4737.49,2,5,5,12,Loyal Customers,Tracy Blumstein,Consumer
TB-21595,5,1387.56,-136.41,29,198.22,0.27,2014-02-18,2017-03-20,7,3,-3.83,285,5,1387.56,1,2,2,5,Lost/Hibernating,Troy Blackwell,Consumer
TB-21625,9,2797.67,379.88,60,186.51,0.14,2014-08-06,2017-11-30,15,3,6.65,30,9,2797.67,4,5,4,13,Champions,Trudy Brown,Consumer
TC-20980,5,19052.22,8981.32,42,1587.68,0.12,2014-11-07,2016-11-26,12,2,21.29,399,5,19052.22,1,2,5,8,Cant Lose Them,Tamara Chand,Corporate
TC-21145,1,1038.26,265.53,17,259.56,0.0,2017-09-15,2017-09-15,4,3,23.5,106,1,1038.26,2,1,2,5,Lost/Hibernating,Theresa Coyne,Corporate
TC-21295,8,4266.81,606.37,63,266.68,0.13,2014-10-14,2017-12-03,16,3,14.14,27,8,4266.81,4,4,4,12,Loyal Customers,Toby Carlisle,Consumer
TC-21475,9,1244.98,119.1,45,113.18,0.26,2014-11-22,2017-07-30,11,3,-19.0,153,9,1244.98,2,5,2,9,At Risk,Tony Chapman,Home Office
TC-21535,7,742.56,217.93,28,74.26,0.11,2014-11-03,2017-12-26,10,3,18.82,4,7,742.56,5,4,1,10,Loyal Customers,Tracy Collins,Home Office
TD-20995,9,1434.55,88.19,67,89.66,0.24,2014-05-19,2017-11-23,16,2,-10.68,37,9,1434.55,4,5,2,11,Loyal Customers,Tamara Dahlen,Consumer
TG-21310,5,3058.37,682.17,30,339.82,0.21,2015-03-09,2017-01-27,9,3,5.94,337,5,3058.37,1,3,4,8,At Risk,Toby Gnade,Consumer
TG-21640,4,2074.66,365.72,50,207.47,0.13,2014-03-31,2017-09-07,10,3,18.42,114,4,2074.66,2,2,3,7,Cant Lose Them,Trudy Glocke,Consumer
TH-21100,5,2422.82,-135.21,29,346.12,0.17,2014-09-27,2017-01-20,7,3,16.3,344,5,2422.82,1,3,3,7,At Risk,Thea Hendricks,Consumer
TH-21115,4,2942.77,-252.55,29,326.97,0.23,2014-09-23,2017-11-02,9,3,6.6,58,4,2942.77,3,2,4,9,Need Attention,Thea Hudgings,Corporate
TH-21235,8,1022.2,92.73,40,78.63,0.21,2014-11-04,2017-09-04,13,3,-2.2,117,8,1022.2,2,4,2,8,At Risk,Tiffany House,Corporate
TH-21550,7,4234.1,-571.97,44,325.7,0.07,2014-04-05,2017-10-19,13,3,24.65,72,7,4234.1,3,4,4,11,Loyal Customers,Tracy Hopkins,Home Office
TM-21010,8,2955.23,573.3,67,155.54,0.05,2014-02-21,2017-09-18,19,3,25.38,103,8,2955.23,3,4,4,11,Loyal Customers,Tamara Manning,Consumer
TM-21490,3,1094.68,292.52,12,273.67,0.05,2017-03-30,2017-08-22,4,3,24.81,130,3,1094.68,2,1,2,5,Lost/Hibernating,Tony Molinari,Consumer
TN-21040,7,3130.22,-692.05,48,260.85,0.2,2014-10-10,2017-10-01,12,3,0.41,90,7,3130.22,3,4,4,11,Loyal Customers,Tanja Norvell,Home Office
TP-21130,9,4454.06,1129.13,55,278.38,0.09,2015-04-14,2017-12-22,16,3,9.45,8,9,4454.06,5,5,5,15,Champions,Theone Pippenger,Consumer
TP-21415,5,5329.0,-1087.39,39,532.9,0.46,2015-11-28,2017-09-17,10,3,-77.91,104,5,5329.0,2,3,5,10,Loyal Customers,Tom Prescott,Consumer
TP-21565,4,1936.64,139.23,48,193.66,0.24,2015-03-01,2017-01-14,10,3,1.25,350,4,1936.64,1,2,3,6,Cant Lose Them,Tracy Poddar,Corporate
TR-21325,5,675.94,220.36,22,96.56,0.03,2014-12-01,2017-06-20,7,3,38.86,193,5,675.94,2,3,1,6,At Risk,Toby Ritter,Consumer
TS-21085,2,4.83,-3.32,4,2.42,0.7,2015-07-19,2017-01-07,2,1,-68.34,357,2,4.83,1,1,1,3,Lost/Hibernating,Thais Sissman,Consumer
TS-21160,6,2163.62,260.87,60,127.27,0.22,2014-04-23,2016-08-13,17,3,-0.3,504,6,2163.62,1,3,3,7,At Risk,Theresa Swint,Corporate
TS-21205,7,5371.09,862.89,67,282.69,0.16,2014-03-21,2017-06-15,19,3,5.82,198,7,5371.09,2,4,5,11,Loyal Customers,Thomas Seio,Corporate
TS-21340,5,974.78,-184.98,51,81.23,0.28,2014-01-19,2017-05-18,12,2,-9.65,226,5,974.78,1,3,2,6,At Risk,Toby Swindell,Consumer
TS-21370,6,11891.75,2371.71,59,792.78,0.12,2014-10-28,2017-11-24,15,3,7.8,36,6,11891.75,4,3,5,12,Loyal Customers,Todd Sumrall,Corporate
TS-21430,5,2054.14,48.7,31,293.45,0.16,2014-07-30,2017-07-11,7,3,18.75,172,5,2054.14,2,3,3,8,At Risk,Tom Stivers,Corporate
TS-21505,6,2243.27,11.38,54,160.23,0.19,2014-12-20,2017-12-19,14,3,-1.38,11,6,2243.27,5,3,3,11,Loyal Customers,Tony Sayre,Consumer
TS-21610,7,2820.42,-294.7,44,256.4,0.37,2014-08-16,2017-11-05,11,2,-25.46,55,7,2820.42,3,4,4,11,Loyal Customers,Troy Staebel,Consumer
TS-21655,5,3368.09,220.92,52,240.58,0.19,2015-02-06,2017-05-06,14,3,-12.4,238,5,3368.09,1,3,4,8,At Risk,Trudy Schmidt,Consumer
TT-21070,7,4915.6,751.96,66,351.11,0.11,2014-05-18,2017-11-29,14,3,28.34,31,7,4915.6,4,4,5,13,Champions,Ted Trevino,Consumer
TT-21220,8,1427.04,278.74,55,95.14,0.21,2014-09-23,2017-06-30,14,3,1.15,183,8,1427.04,2,4,2,8,At Risk,Thomas Thornton,Consumer
TT-21265,3,439.5,93.92,8,146.5,0.0,2015-08-15,2016-11-19,3,1,25.0,406,3,439.5,1,1,1,3,Lost/Hibernating,Tim Taslimi,Corporate
TT-21460,7,5364.81,1124.5,48,383.2,0.13,2015-12-08,2017-12-18,14,3,18.46,12,7,5364.81,5,4,5,14,Champions,Tonja Turnell,Home Office
TW-21025,7,5278.83,737.39,57,439.9,0.1,2014-12-22,2017-10-27,12,3,22.52,64,7,5278.83,3,4,5,12,Loyal Customers,Tamara Willingham,Home Office
TZ-21580,4,1707.29,224.89,30,189.7,0.09,2014-11-11,2017-11-25,9,3,27.42,35,4,1707.29,4,2,2,8,New Customers,Tracy Zic,Consumer
VB-21745,6,2005.6,371.24,37,200.56,0.17,2015-07-17,2017-11-06,10,2,8.08,54,6,2005.6,3,3,3,9,Potential Loyalists,Victoria Brennan,Corporate
VD-21670,6,6442.25,1617.79,71,402.64,0.08,2014-08-04,2016-05-28,16,3,21.83,581,6,6442.25,1,3,5,9,At Risk,Valerie Dominguez,Consumer
VF-21715,5,847.94,-96.28,35,77.09,0.06,2014-03-01,2017-12-17,11,2,28.94,13,5,847.94,5,3,1,9,Potential Loyalists,Vicky Freymann,Home Office
VG-21790,6,846.01,143.63,32,105.75,0.08,2014-08-08,2017-07-29,8,3,22.06,154,6,846.01,2,3,1,6,At Risk,Vivek Gonzalez,Consumer
VG-21805,5,427.37,-52.33,16,71.23,0.1,2014-09-22,2017-03-19,6,2,22.08,286,5,427.37,1,3,1,5,At Risk,Vivek Grady,Corporate
VM-21685,7,2454.87,513.53,37,204.57,0.1,2014-04-07,2017-11-06,12,2,21.21,54,7,2454.87,3,4,3,10,Loyal Customers,Valerie Mitchum,Home Office
VM-21835,5,380.69,116.64,25,47.59,0.11,2014-03-22,2017-09-04,8,2,24.48,117,5,380.69,2,3,1,6,At Risk,Vivian Mathis,Consumer
VP-21730,3,993.9,205.39,18,198.78,0.04,2015-07-05,2017-11-30,5,2,22.95,30,3,993.9,4,1,2,7,New Customers,Victor Preis,Home Office
VP-21760,7,3360.53,-1018.78,65,240.04,0.17,2014-09-06,2017-10-16,14,3,8.5,75,7,3360.53,3,4,4,11,Loyal Customers,Victoria Pisteka,Corporate
VS-21820,4,1055.98,-262.81,38,132.0,0.48,2014-01-07,2017-05-23,8,3,-62.92,221,4,1055.98,2,2,2,6,Lost/Hibernating,Vivek Sundaresam,Consumer
VT-21700,2,1736.6,-224.09,42,192.96,0.33,2014-06-06,2015-04-05,9,3,-10.74,1000,2,1736.6,1,1,2,4,Lost/Hibernating,Valerie Takahito,Home Office
VW-21775,10,6134.04,-874.66,77,340.78,0.16,2014-05-11,2017-12-02,18,3,11.6,28,10,6134.04,4,5,5,14,Champions,Victoria Wilson,Corporate
WB-21850,11,6160.1,714.33,146,166.49,0.21,2014-11-04,2017-12-10,36,3,1.85,20,11,6160.1,5,5,5,15,Champions,William Brown,Consumer
XP-21865,11,2374.66,621.23,100,84.81,0.05,2014-01-20,2017-11-17,28,3,31.95,43,11,2374.66,4,5,3,12,Loyal Customers,Xylona Preis,Consumer
YC-21895,5,5454.35,1305.63,31,681.79,0.08,2014-11-17,2017-12-26,8,3,26.72,4,5,5454.35,5,3,5,13,Champions,Yoseph Carroll,Corporate
YS-21880,8,6720.44,1778.29,58,560.04,0.05,2015-01-12,2017-12-21,11,3,23.69,9,8,6720.44,5,4,5,14,Champions,Yana Sorensen,Corporate
ZC-21910,13,8025.71,-1032.15,105,258.89,0.25,2014-10-13,2017-11-06,31,3,-20.1,54,13,8025.71,3,5,5,13,Champions,Zuschuss Carroll,Consumer
ZD-21925,5,1493.94,249.13,32,165.99,0.11,2014-08-27,2017-06-11,9,3,25.83,202,5,1493.94,2,3,2,7,At Risk,Zuschuss Donatelli,Consumer
